route_id,agency_id,trip_id,trip_origin,origin_departure_time,trip_headsign,destination_arrival_time,trip_short_name,direction_id,version,countries,is_active,irregularities,service_id,classes,connections,catering,plugs,wheelchair_accessible,bikes_allowed,car_transport,duration,distance,emissions_co2e,co2_per_km,via,_c26,_c27,_c28,_c29,_c30,_c31,_c32,_c33,_c34,_c35,_c36,_c37,_c38,_c39,_c40,_c41,_c42,_c43,_c44,_c45,_c46,_c47,_c48,Merged Doc ID - ONTD_Chatbase_Export,Merged Doc URL - ONTD_Chatbase_Export,Link to merged Doc - ONTD_Chatbase_Export,Document Merge Status - ONTD_Chatbase_Export,_c53,_c54,_c55,_c56
10,PKP,PKP TLK 55190/53190,Hel,2026-03-16 21:12:00,Kraków Gł.,2026-03-16 08:51:00,TLK 55190/53190,1,,PL,N,,2026/06/27-2026/08/31: Daily,"seat, couchette, sleeper",,,,,,2.0,11:39:00,,,,Gdynia Gł. - Gdańsk Gł. - Trzebinia,Gdynia Gł.,Gdańsk Gł.,Trzebinia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
138,PKP,PKP TLK 38170,Kraków Gł.,2026-03-16 21:33:00,Kołobrzeg,2026-03-16 10:56:00,TLK 38170,0,,PL,Y,,2026: Daily,"seat, couchette, sleeper",,,,,,2.0,13:23:00,,,,Kielce - Radom - Gdańsk Gł. - Gdynia Gł. - Słupsk - Koszalin,Kielce,Radom,Gdańsk Gł.,Gdynia Gł.,Słupsk,Koszalin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
138,PKP,PKP TLK 83170,Kołobrzeg,2026-03-16 19:05:00,Kraków Gł.,2026-03-16 07:49:00,TLK 83170,1,,PL,Y,,2026: Daily,"seat, couchette, sleeper",,,,,,2.0,12:44:00,,,,Koszalin - Słupsk - Gdynia Gł. - Gdańsk Gł. - Radom - Kielce,Koszalin,Słupsk,Gdynia Gł.,Gdańsk Gł.,Radom,Kielce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
137,PKP,PKP TLK 48190/38194,Bielsko-Biała Gł.,2026-03-16 21:25:00,Świnoujście,2026-03-16 07:27:00,TLK 48190/38194,0,,PL,Y,,2026: Daily,"seat, couchette",Berlin (via Kostrzyn),0.0,2.0,2.0,2.0,2.0,10:02:00,680.0,26.4,38.82,Rybnik - Opole Gł. - Kostrzyn - Szczecin Gł.,Rybnik,Opole Gł.,Kostrzyn,Szczecin Gł.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
137,PKP,PKP TLK 83194/84190,Świnoujście,2026-03-16 20:25:00,Bielsko-Biała Gł.,2026-03-16 06:48:00,TLK 83194/84190,1,,PL,Y,,2026: Daily,"seat, couchette",Berlin (via Kostrzyn),0.0,2.0,2.0,2.0,2.0,10:23:00,680.0,26.4,38.82,Szczecin Gł. - Kostrzyn - Zielona Góra Gł. - Rybnik,Szczecin Gł.,Kostrzyn,Zielona Góra Gł.,Rybnik,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
118,PKP/ČD,PKP/ČD EN 40416,München Hbf,2026-03-16 18:35:00,Przemyśl Gł.,2026-03-16 10:10:00,EN 40416,0,,"DE, AT, CZ, PL",Y,,2026: Daily,"seat, couchette, sleeper",,2.0,2.0,1.0,1.0,1.0,15:35:00,1185.0,24.7,20.84,München Ost - Rosenheim - Salzburg Hbf - Attnang-Puchheim - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Břeclav - Gliwice - Zabrze - Katowice - Mysłowice - Jaworzno Szczakowa - Trzebinia - Krzeszowice - Kraków Gł. - Tarnow - Dębica - Rzeszow Gł. - Przeworsk - Jarosław,München Ost,Rosenheim,Salzburg Hbf,Attnang-Puchheim,Linz Hbf,St. Pölten Hbf,Wien Meidling,Wien Hbf,Břeclav,Gliwice,Zabrze,Katowice,Mysłowice,Jaworzno Szczakowa,Trzebinia,Krzeszowice,Kraków Gł.,Tarnow,Dębica,Rzeszow Gł.,Przeworsk,Jarosław,#N/A,,,,,,,,
118,PKP/ČD,PKP/ČD EN 40417,Przemyśl Gł.,2026-03-16 17:51:00,München Hbf,2026-03-16 10:24:00,EN 40417,1,,"DE, AT, CZ, PL",Y,,2026: Daily,"seat, couchette, sleeper",,2.0,2.0,1.0,1.0,1.0,16:33:00,1185.0,24.7,20.84,Mysłowice - Przeworsk - Rzeszow Gł. - Dębica - Tarnow - Kraków Gł. - Krzeszowice - Trzebinia - Jaworzno Szczakowa - Katowice - Zabrze - Gliwice - Břeclav - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Attnang-Puchheim - Salzburg Hbf - Rosenheim - München Ost,Mysłowice,Przeworsk,Rzeszow Gł.,Dębica,Tarnow,Kraków Gł.,Krzeszowice,Trzebinia,Jaworzno Szczakowa,#N/A,Katowice,Zabrze,Gliwice,Břeclav,Wien Hbf,Wien Meidling,St. Pölten Hbf,Linz Hbf,Attnang-Puchheim,Salzburg Hbf,Rosenheim,München Ost,#N/A,,,,,,,,
124,PKP/ČD,PKP/ČD EC 460,Praha hl.n.,2026-03-16 18:49:00,Gdynia Gł.,2026-03-16 05:58:00,EC 460,0,,"PL, CZ",Y,,2026: Daily,"seat, couchette, sleeper",,3.0,,,,2.0,11:09:00,856.0,27.1,31.66,Jarosław - Lichkov - Międzylesie - Kłodzko Miasto - Wrocław Gł. - Poznań Gł. - Gdańsk Gł.,Jarosław,Lichkov,Międzylesie,Kłodzko Miasto,Wrocław Gł.,Poznań Gł.,Gdańsk Gł.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
124,PKP/ČD,PKP/ČD EC 461,Gdynia Gł.,2026-03-16 21:59:00,Praha hl.n.,2026-03-16 09:14:00,EC 461,1,,"PL, CZ",Y,,2026: Daily,"seat, couchette, sleeper",,3.0,,,,2.0,11:15:00,856.0,27.1,31.66,Gdańsk Gł. - Bydgoszcz Gł. - Wrocław Gł. - Kłodzko Miasto - Międzylesie - Lichkov - Pardubice hl.n.,Gdańsk Gł.,Bydgoszcz Gł.,Wrocław Gł.,Kłodzko Miasto,Międzylesie,Lichkov,Pardubice hl.n.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
116,PKP/ČD,PKP/ČD EN 406,München Hbf,2026-03-16 18:35:00,Warszawa Wschodnia,2026-03-16 08:15:00,EN 406,0,,"AT, PL, CZ",Y,,2026: Daily,"seat, couchette, sleeper",,,,,,2.0,13:40:00,1139.0,24.0,21.07,München Ost - Rosenheim - Salzburg Hbf - Attnang-Puchheim - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Břeclav - Katowice - Sosnowiec Główny - Zawiercie - Włoszczowa Północ - Warszawa Zachodnia - Warszawa Centralna,München Ost,Rosenheim,Salzburg Hbf,Attnang-Puchheim,Linz Hbf,St. Pölten Hbf,Wien Meidling,Wien Hbf,Břeclav,Katowice,Sosnowiec Główny,Zawiercie,Włoszczowa Północ,Warszawa Zachodnia,Warszawa Centralna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
116,PKP/ČD,PKP/ČD EN 407,Warszawa Wschodnia,2026-03-16 19:41:00,München Hbf,2026-03-16 10:24:00,EN 407,1,,"AT, PL, CZ",Y,,2026: Daily,"seat, couchette, sleeper",,,,,,2.0,14:43:00,1139.0,24.0,21.07,Warszawa Centralna - Warszawa Zachodnia - Włoszczowa Północ - Zawiercie - Sosnowiec Główny - Katowice - Břeclav - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Attnang-Puchheim - Salzburg Hbf - Rosenheim - München Ost,Warszawa Centralna,Warszawa Zachodnia,Włoszczowa Północ,Zawiercie,Sosnowiec Główny,Katowice,Břeclav,Wien Hbf,Wien Meidling,St. Pölten Hbf,Linz Hbf,Attnang-Puchheim,Salzburg Hbf,Rosenheim,München Ost,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
265,PKP/ČD,PKP/ČD TLK 403/50171,Bohumín,2026-03-16 19:27:00,Hel,2026-03-16 07:09:00,TLK 403/50171,0,,"CZ, PL",Y,,2026/06/26-2026/08/30: Daily,,,,,,,,11:42:00,,,,non-stop,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
265,PKP/ČD,PKP/ČD TLK 55170/402,Hel,2026-03-16 19:23:00,Bohumín,2026-03-16 06:54:00,TLK 55170/402,1,,"CZ, PL",Y,,2026/06/26-2026/08/30: Daily,,,,,,,,11:31:00,,,,non-stop,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
266,PKP/ČD,PKP/ČD TLK 403,Bohumín,2026-03-16 19:27:00,Łeba,2026-03-16 07:13:00,TLK 403,0,,"CZ, PL",Y,,2026/06/26-2026/08/30: Daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PKP/ČD,PKP/ČD TLK 402,Łeba,2026-03-16 19:11:00,Bohumín,2026-03-16 06:54:00,TLK 402,1,,"CZ, PL",Y,,2026/06/26-2026/08/30: Daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,RJ,RJ 1020,Chop,2026-03-16 17:35:00,Praha hl.n.,2026-03-16 05:46:00,1020,0,,"SK, CZ",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,12:11:00,672.0,11.8,17.56,Košice - Poprad Tatry - Pardubice hl.n.,Košice,Poprad Tatry,Pardubice hl.n.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
7,RJ,RJ 1021,Praha hl.n.,2026-03-16 21:52:00,Chop,2026-03-16 10:34:00,1021,1,,"SK, CZ",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,12:42:00,672.0,11.8,17.56,Pardubice hl.n. - Ostrava hl.n. - Poprad Tatry - Košice,Pardubice hl.n.,Ostrava hl.n.,Poprad Tatry,Košice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
261,RJ,RJ 1038,Przemyśl Gł.,2026-03-16 22:12:00,Praha hl.n.,2026-03-16 08:56:00,1038,0,,"PL, CZ",Y,,Daily,"seat, couchette, sleeper","Lviv, Kyiv, Zaporizhzhia",,,,,2.0,10:44:00,740.0,20.6,27.84,Kraków Gł. - Olomouc hl.n.,Kraków Gł.,Olomouc hl.n.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
261,RJ,RJ 1039,Praha hl.n.,2026-03-16 20:56:00,Przemyśl Gł.,2026-03-16 07:33:00,1039,1,,"PL, CZ",Y,,Daily,"seat, couchette, sleeper","Lviv, Kyiv, Zaporizhzhia",,,,,2.0,10:37:00,740.0,20.6,27.84,Pardubice hl.n. - Olomouc hl.n. - Kraków Gł.,Pardubice hl.n.,Olomouc hl.n.,Kraków Gł.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
62,SJ,SJ 1,Stockholm C,2026-03-16 23:10:00,Malmö C,2026-03-16 06:59:00,1,0,,SE,Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,7:49:00,614.0,0.67,1.09,Norrköping C - Hässleholm C - Lund C,Norrköping C,Hässleholm C,Lund C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
62,SJ,SJ 2,Malmö C,2026-03-16 22:30:00,Stockholm C,2026-03-16 05:50:00,2,1,,SE,Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,7:20:00,614.0,0.67,1.09,Lund C - Helsingborg C - Hässleholm C,Lund C,Helsingborg C,Hässleholm C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
78,SJ,SJ EN 345,Stockholm C,2026-03-16 17:34:00,Berlin Hbf,2026-03-16 09:24:00,EN 345,0,,"DE, DK, SE",Y,Later arrival to Germany on Sundays,Daily,"seat, couchette, sleeper",,1.0,1.0,2.0,2.0,2.0,15:50:00,1439.0,16.1,11.19,Norrköping C - Linköping C - Nässjö C - Alvesta - Hässleholm C - Lund C - Malmö C - Kastrup Lufthavn - Padborg - Hamburg Hbf,Norrköping C,Linköping C,Nässjö C,Alvesta,Hässleholm C,Lund C,Malmö C,Kastrup Lufthavn,Padborg,Hamburg Hbf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
78,SJ,SJ EN 346,Berlin Hbf,2026-03-16 18:34:00,Stockholm C,2026-03-16 09:55:00,EN 346,1,,"DE, DK, SE",Y,Earlier departure from Germany on Saturdays,Daily,"seat, couchette, sleeper",,1.0,1.0,2.0,2.0,2.0,15:21:00,1439.0,16.1,11.19,Hamburg Hbf - Padborg - Kastrup Lufthavn - Malmö C - Lund C - Hässleholm C - Alvesta - Nässjö C - Linköping C - Norrköping C,Hamburg Hbf,Padborg,Kastrup Lufthavn,Malmö C,Lund C,Hässleholm C,Alvesta,Nässjö C,Linköping C,Norrköping C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
63,SJ,SJ 70 (D),Stockholm C,2026-03-16 22:39:00,Duved,2026-03-16 09:17:00,70 (D),0,,SE,Y,,Daily,"seat, couchette, sleeper",,3.0,,,,2.0,10:38:00,652.0,0.75,1.15,Arlanda - Uppsala C - Gävle C - Östersund C - Åre,Arlanda,Uppsala C,Gävle C,Östersund C,Åre,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
63,SJ,SJ 71 (S),Duved,2026-03-16 19:01:00,Stockholm C,2026-03-16 05:04:00,71 (S),1,,SE,Y,,Daily,"seat, couchette, sleeper",,3.0,,,,2.0,10:03:00,652.0,0.75,1.15,Åre - Östersund C - Sundsvall C - Arlanda,Åre,Östersund C,Sundsvall C,Arlanda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
88,SJ,SJ 70 (U),Stockholm C,2026-03-16 22:39:00,Umeå C,2026-03-16 08:16:00,70 (U),0,,SE,Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,9:37:00,704.0,0.71,1.01,Arlanda - Uppsala C - Gävle C - Härnösand - Örnsköldsvik C,Arlanda,Uppsala C,Gävle C,Härnösand,Örnsköldsvik C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
88,SJ,SJ 77 (S),Umeå C,2026-03-16 19:41:00,Stockholm C,2026-03-16 05:04:00,77 (S),1,,SE,Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,9:23:00,704.0,0.71,1.01,Örnsköldsvik C - Härnösand - Sundsvall C - Arlanda,Örnsköldsvik C,Härnösand,Sundsvall C,Arlanda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
81,SJ,SJ Nattåg 91,Luleå C,2026-03-16 17:00:00,Stockholm C,2026-03-16 06:35:00,Nattåg 91,0,,SE,Y,,Daily,"seat, couchette, sleeper",,4.0,,,,2.0,13:35:00,1052.0,1.1,1.05,Boden C - Umeå C - Örnsköldsvik C - Härnösand - Sundsvall C - Gävle C - Uppsala C - Arlanda,Boden C,Umeå C,Örnsköldsvik C,Härnösand,Sundsvall C,Gävle C,Uppsala C,Arlanda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
81,SJ,SJ Nattåg 92,Stockholm C,2026-03-16 21:55:00,Luleå C,2026-03-16 11:53:00,Nattåg 92,1,,SE,Y,,Daily,"seat, couchette, sleeper",,4.0,,,,2.0,13:58:00,1052.0,1.1,1.05,Arlanda - Uppsala C - Gävle C - Örnsköldsvik C - Umeå C - Boden C,Arlanda,Uppsala C,Gävle C,Örnsköldsvik C,Umeå C,Boden C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
68,SJ,SJ Nattåg 93 (L),Luleå C,2026-03-16 21:10:00,Stockholm C,2026-03-16 10:09:00,Nattåg 93 (L),0,,SE,Y,,Daily,"seat, couchette, sleeper",bistro between Lulea - Boden,3.0,,,,2.0,12:59:00,1052.0,1.1,1.05,Boden C - Umeå C - Örnsköldsvik C - Sundsvall C - Gävle C - Uppsala C - Arlanda,Boden C,Umeå C,Örnsköldsvik C,Sundsvall C,Gävle C,Uppsala C,Arlanda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
