origin,destination,airport_origin_name,airport_dest_name,origin_city,destination_city,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,distance_km,co2_kg,departure_time,arrival_time,source,provider
Röthenbach (Allgäu),Augsburg Morellstraße,Isny Glider Field,Augsburg Airport,Röthenbach (Allgäu),Augsburg Morellstraße,Avion,47.7002,10.0207,48.425278,10.931667,105.27553917390595,67.53796526524285,,,airports,OurAirports
Singen (Htw) Bahnhof,"Oberkochen, Bahnhof",Hilzingen Airfield,Bartholomä-Amalienhof Airfield,Singen (Htw) Bahnhof,"Oberkochen, Bahnhof",Avion,47.7604,8.7683,48.746666,10.005,142.8618068752355,91.65087945577606,,,airports,OurAirports
Wasserburg (Bodensee),Esslingen (N) Gleis 3,Wildberg Airfield,Esslingen-Jägerhaus Airfield,Wasserburg (Bodensee),Esslingen (N) Gleis 3,Avion,47.600278,9.741944,48.762222,9.333889,132.69659608442248,85.12953880351212,,,airports,OurAirports
Wasserburg (Bodensee),Stuttgart Hauptbahnhof (oben) Gleis 11,Wildberg Airfield,Pattonville Airfield,Wasserburg (Bodensee),Stuttgart Hauptbahnhof (oben) Gleis 11,Avion,47.600278,9.741944,48.864166,9.224722,145.66489990212412,93.44916233298383,,,airports,OurAirports
Wehr-Brennet Bahnhof,Markdorf Bahnhof,Hütten Glider Field,Markdorf Glider Field,Wehr-Brennet Bahnhof,Markdorf Bahnhof,Avion,47.6333,7.9412,47.7072,9.391,108.86746269757879,69.8423106818594,,,airports,OurAirports
Wyhlen Bahnhof,Markdorf Bahnhof,Herten-Rheinfelden Airfield,Markdorf Glider Field,Wyhlen Bahnhof,Markdorf Bahnhof,Avion,47.56028,7.748333,47.7072,9.391,124.16307588175498,79.65498511743743,,,airports,OurAirports
Augsburg Hbf,Lindau-Insel,Augsburg Airport,Wildberg Airfield,Augsburg Hbf,Lindau-Insel,Avion,48.425278,10.931667,47.600278,9.741944,127.46210451196578,81.7714281466976,,,airports,OurAirports
Augsburg Morellstraße,Hergatz,Augsburg Airport,Wildberg Airfield,Augsburg Morellstraße,Hergatz,Avion,48.425278,10.931667,47.600278,9.741944,127.46210451196578,81.7714281466976,,,airports,OurAirports
Biberach Süd,Bad Säckingen Bahnhof,Biberach an der Riß Airfield,Fricktal-Schupfart Airfield,Biberach Süd,Bad Säckingen Bahnhof,Avion,48.112359,9.764013,47.5089,7.95,151.16743393309642,96.97923166505085,,,airports,OurAirports
Donauwörth,Lindau-Reutin,Stillberghof Airfield,Wildberg Airfield,Donauwörth,Lindau-Reutin,Avion,48.7309,10.834,47.600278,9.741944,149.5459055364691,95.9389641025441,,,airports,OurAirports
Esslingen (N) Gleis 5,Wasserburg (Bodensee),Esslingen-Jägerhaus Airfield,Wildberg Airfield,Esslingen (N) Gleis 5,Wasserburg (Bodensee),Avion,48.762222,9.333889,47.600278,9.741944,132.69659608442248,85.12953880351212,,,airports,OurAirports
Heidenheim (Brenz),Ludwigshafen(Bodensee) Bahnhof,Schäfhalde Airfield,Radolfzell-Stahlringen Airfield,Heidenheim (Brenz),Ludwigshafen(Bodensee) Bahnhof,Avion,48.6922,10.0995,47.802587,8.979378,129.08792339223265,82.81444820553246,,,airports,OurAirports
Hergatz,Donauwörth,Wildberg Airfield,Stillberghof Airfield,Hergatz,Donauwörth,Avion,47.600278,9.741944,48.7309,10.834,149.5459055364691,95.9389641025441,,,airports,OurAirports
Hergatz,München Hbf Gleis 15,Wildberg Airfield,Schleissheim Airfield,Hergatz,München Hbf Gleis 15,Avion,47.600278,9.741944,48.239166,11.559334,152.92718124812686,98.10817153057648,,,airports,OurAirports
Hergatz,Pasing Gleis 4,Wildberg Airfield,Dachau-Gröbenried Airfield,Hergatz,Pasing Gleis 4,Avion,47.600278,9.741944,48.228675,11.422134,143.39145073459667,91.99066464098794,,,airports,OurAirports
Immenstadt,Augsburg Hbf,Agathazell Airfield,Augsburg Airport,Immenstadt,Augsburg Hbf,Avion,47.554788,10.272868,48.425278,10.931667,108.5010512066977,69.60724480864609,,,airports,OurAirports
Immenstadt,Donauwörth,Agathazell Airfield,Stillberghof Airfield,Immenstadt,Donauwörth,Avion,47.554788,10.272868,48.7309,10.834,137.2441447797461,88.04695141651626,,,airports,OurAirports
Immenstadt,München Hbf Gleis 24,Agathazell Airfield,Schleissheim Airfield,Immenstadt,München Hbf Gleis 24,Avion,47.554788,10.272868,48.239166,11.559334,122.42935788142192,78.5427439738153,,,airports,OurAirports
Immenstadt,Treuchtlingen,Agathazell Airfield,Treuchtlingen-Bubenheim Airfield,Immenstadt,Treuchtlingen,Avion,47.554788,10.272868,48.996113,10.884167,166.5291054721287,106.83428486126746,,,airports,OurAirports
Lindau-Reutin,Augsburg Messe,Wildberg Airfield,Augsburg Airport,Lindau-Reutin,Augsburg Messe,Avion,47.600278,9.741944,48.425278,10.931667,127.46210451196578,81.7714281466976,,,airports,OurAirports
Lindau-Reutin,Göppingen Gleis 4,Wildberg Airfield,Göppingen-Bezgenriet Airfield,Lindau-Reutin,Göppingen Gleis 4,Avion,47.600278,9.741944,48.658611,9.624167,118.00540191676623,75.70462044939134,,,airports,OurAirports
Martinszell (Allgäu),Pasing Gleis 3,Agathazell Airfield,Dachau-Gröbenried Airfield,Martinszell (Allgäu),Pasing Gleis 3,Avion,47.554788,10.272868,48.228675,11.422134,113.82897864724961,73.02529786483906,,,airports,OurAirports
Pasing Gleis 4,Martinszell (Allgäu),Dachau-Gröbenried Airfield,Agathazell Airfield,Pasing Gleis 4,Martinszell (Allgäu),Avion,48.228675,11.422134,47.554788,10.272868,113.82897864724961,73.02529786483906,,,airports,OurAirports
Rheinfelden (Baden) Bahnhof,Bahnhof Überlingen,Herten-Rheinfelden Airfield,Konstanz Airfield,Rheinfelden (Baden) Bahnhof,Bahnhof Überlingen,Avion,47.56028,7.748333,47.681435,9.139258,105.11397710738342,67.43431751076349,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 11,Meckenbeuren Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 11,Meckenbeuren Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Treuchtlingen,Kaufbeuren,Treuchtlingen-Bubenheim Airfield,Kaufbeuren Air Base,Treuchtlingen,Kaufbeuren,Avion,48.996113,10.884167,47.8617,10.6143,127.70260837671287,81.9257198443788,,,airports,OurAirports
Triberg Bahnhof,Ulm Hbf,Winzeln-Schramberg Airfield,Erbach Airfield,Triberg Bahnhof,Ulm Hbf,Avion,48.279167,8.428333,48.34222,9.916111,110.24964975906292,70.72903235035996,,,airports,OurAirports
Uhldingen-Mühlhofen Bahnhof,"Oberkochen, Bahnhof",Konstanz Airfield,Bartholomä-Amalienhof Airfield,Uhldingen-Mühlhofen Bahnhof,"Oberkochen, Bahnhof",Avion,47.681435,9.139258,48.746666,10.005,134.70045404619358,86.41508424436721,,,airports,OurAirports
Wehr-Brennet Bahnhof,"Salem, Bahnhof",Hütten Glider Field,Heiligenberg Glider Field,Wehr-Brennet Bahnhof,"Salem, Bahnhof",Avion,47.6333,7.9412,47.83291,9.30127,104.10895406114699,66.78955983846738,,,airports,OurAirports
"Aalen, Hauptbahnhof",Sipplingen Bahnhof,Bartholomä-Amalienhof Airfield,Radolfzell-Stahlringen Airfield,"Aalen, Hauptbahnhof",Sipplingen Bahnhof,Avion,48.746666,10.005,47.802587,8.979378,129.54040521636932,83.10473122817474,,,airports,OurAirports
Augsburg Messe Bstg 2,Heimenkirch,Augsburg Airport,Isny Glider Field,Augsburg Messe Bstg 2,Heimenkirch,Avion,48.425278,10.931667,47.7002,10.0207,105.27553917390595,67.53796526524285,,,airports,OurAirports
Augsburg Messe Bstg 2,Lindau-Reutin,Augsburg Airport,Wildberg Airfield,Augsburg Messe Bstg 2,Lindau-Reutin,Avion,48.425278,10.931667,47.600278,9.741944,127.46210451196578,81.7714281466976,,,airports,OurAirports
Augsburg Morellstraße,Heimenkirch,Augsburg Airport,Isny Glider Field,Augsburg Morellstraße,Heimenkirch,Avion,48.425278,10.931667,47.7002,10.0207,105.27553917390595,67.53796526524285,,,airports,OurAirports
Biberach (Riß),Bad Säckingen Bahnhof,Biberach an der Riß Airfield,Fricktal-Schupfart Airfield,Biberach (Riß),Bad Säckingen Bahnhof,Avion,48.112359,9.764013,47.5089,7.95,151.16743393309642,96.97923166505085,,,airports,OurAirports
Donauwörth,Oberstaufen,Stillberghof Airfield,Isny Glider Field,Donauwörth,Oberstaufen,Avion,48.7309,10.834,47.7002,10.0207,129.4829555674513,83.06787525551889,,,airports,OurAirports
Eriskirch Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Bodensee Airport Friedrichshafen,Pattonville Airfield,Eriskirch Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Plochingen Gleis 1,Bodensee Airport Friedrichshafen,Esslingen-Jägerhaus Airfield,Friedrichshafen Stadtbahnhof,Plochingen Gleis 1,Avion,47.671299,9.51149,48.762222,9.333889,122.01660418010586,78.27794794084004,,,airports,OurAirports
Heidenheim (Brenz),Friedrichshafen Stadtbahnhof,Schäfhalde Airfield,Bodensee Airport Friedrichshafen,Heidenheim (Brenz),Friedrichshafen Stadtbahnhof,Avion,48.6922,10.0995,47.671299,9.51149,121.60148309484315,78.01163314770437,,,airports,OurAirports
Herten (Baden) Bahnhof,Markdorf Bahnhof,Herten-Rheinfelden Airfield,Markdorf Glider Field,Herten (Baden) Bahnhof,Markdorf Bahnhof,Avion,47.56028,7.748333,47.7072,9.391,124.16307588175498,79.65498511743743,,,airports,OurAirports
Kressbronn Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Wildberg Airfield,Pattonville Airfield,Kressbronn Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Avion,47.600278,9.741944,48.864166,9.224722,145.66489990212412,93.44916233298383,,,airports,OurAirports
Lindau-Reutin,Esslingen (N) Gleis 3,Wildberg Airfield,Esslingen-Jägerhaus Airfield,Lindau-Reutin,Esslingen (N) Gleis 3,Avion,47.600278,9.741944,48.762222,9.333889,132.69659608442248,85.12953880351212,,,airports,OurAirports
Murg (Baden) Bahnhof,Bermatingen-Ahausen Bahnhof,Fricktal-Schupfart Airfield,Markdorf Glider Field,Murg (Baden) Bahnhof,Bermatingen-Ahausen Bahnhof,Avion,47.5089,7.95,47.7072,9.391,110.2537349175682,70.7316531233847,,,airports,OurAirports
München Hbf Gleis 24,Leutkirch Bahnhof,Schleissheim Airfield,Leutkirch-Unterzeil Airfield,München Hbf Gleis 24,Leutkirch Bahnhof,Avion,48.239166,11.559334,47.858891,10.014167,122.39075173394413,78.51797677083692,,,airports,OurAirports
Ravensburg Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Berg Airfield,Pattonville Airfield,Ravensburg Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Avion,47.830746,9.539587,48.864166,9.224722,117.24302241925854,75.21552715739165,,,airports,OurAirports
Sipplingen Bahnhof,"Aalen, Hauptbahnhof",Radolfzell-Stahlringen Airfield,Bartholomä-Amalienhof Airfield,Sipplingen Bahnhof,"Aalen, Hauptbahnhof",Avion,47.802587,8.979378,48.746666,10.005,129.54040521636932,83.10473122817474,,,airports,OurAirports
Ulm Hbf,Erzingen (Baden) Bahnhof,Erbach Airfield,Bohlhof Glider Field,Ulm Hbf,Erzingen (Baden) Bahnhof,Avion,48.34222,9.916111,47.6509,8.3867,137.32761579319205,88.10050101076204,,,airports,OurAirports
Ulm Hbf,Tiengen (Hochrhein) Bahnhof,Erbach Airfield,Bohlhof Glider Field,Ulm Hbf,Tiengen (Hochrhein) Bahnhof,Avion,48.34222,9.916111,47.6509,8.3867,137.32761579319205,88.10050101076204,,,airports,OurAirports
Biberach Süd,Tiengen (Hochrhein) Bahnhof,Biberach an der Riß Airfield,Bohlhof Glider Field,Biberach Süd,Tiengen (Hochrhein) Bahnhof,Avion,48.112359,9.764013,47.6509,8.3867,114.81378265842952,73.65708431420853,,,airports,OurAirports
Donaueschingen Bahnhof,Schmiechen,Donaueschingen-Villingen Airfield,Seißen UL,Donaueschingen Bahnhof,Schmiechen,Avion,47.973331,8.522222,48.413081,9.766288,104.37651942335125,66.961212439637,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Albbruck Bahnhof,Bodensee Airport Friedrichshafen,Hütten Glider Field,Friedrichshafen Stadtbahnhof,Albbruck Bahnhof,Avion,47.671299,9.51149,47.6333,7.9412,117.69488401512909,75.50541228176218,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Gingen (F) Gleis 2,Bodensee Airport Friedrichshafen,Donzdorf Airfield,Friedrichshafen Stadtbahnhof,Gingen (F) Gleis 2,Avion,47.671299,9.51149,48.678177,9.845909,114.67270661815611,73.56657906690694,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Laufenburg (Baden) Ost Bahnhof,Bodensee Airport Friedrichshafen,Fricktal-Schupfart Airfield,Friedrichshafen Stadtbahnhof,Laufenburg (Baden) Ost Bahnhof,Avion,47.671299,9.51149,47.5089,7.95,118.48314944144411,76.01111230856814,,,airports,OurAirports
Hergatz,Nürnberg Hbf,Wildberg Airfield,Nuremberg Airport,Hergatz,Nürnberg Hbf,Avion,47.600278,9.741944,49.498699,11.078056,232.87102456405796,93.85227069705202,,,airports,OurAirports
Inningen,Oberstaufen,Augsburg Airport,Isny Glider Field,Inningen,Oberstaufen,Avion,48.425278,10.931667,47.7002,10.0207,105.27553917390595,67.53796526524285,,,airports,OurAirports
Langenau (Württ),Bahnhof Überlingen,Günzburg-Donauried Airfield,Konstanz Airfield,Langenau (Württ),Bahnhof Überlingen,Avion,48.486668,10.283333,47.681435,9.139258,123.44537379047796,79.19455395468282,,,airports,OurAirports
Meckenbeuren Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 12,Bodensee Airport Friedrichshafen,Pattonville Airfield,Meckenbeuren Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 12,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Memmingen,München Hbf Gleis 22,Memmingen Allgau Airport,Schleissheim Airfield,Memmingen,München Hbf Gleis 22,Avion,47.988092,10.238248,48.239166,11.559334,101.97190997185704,65.41857080715657,,,airports,OurAirports
Nürnberg Hbf,Augsburg Hbf,Nuremberg Airport,Augsburg Airport,Nürnberg Hbf,Augsburg Hbf,Avion,49.498699,11.078056,48.425278,10.931667,119.83640978331998,76.87927646789355,,,airports,OurAirports
Oberstaufen,München Hbf Gleis 15,Isny Glider Field,Schleissheim Airfield,Oberstaufen,München Hbf Gleis 15,Avion,47.7002,10.0207,48.239166,11.559334,129.27458977604442,82.93420126350772,,,airports,OurAirports
Ravensburg Bahnhof,"Oberkochen, Bahnhof",Berg Airfield,Bartholomä-Amalienhof Airfield,Ravensburg Bahnhof,"Oberkochen, Bahnhof",Avion,47.830746,9.539587,48.746666,10.005,107.50877434670313,68.97066426363354,,,airports,OurAirports
Rheinfelden (Baden) Bahnhof,Friedrichshafen Stadtbahnhof,Herten-Rheinfelden Airfield,Bodensee Airport Friedrichshafen,Rheinfelden (Baden) Bahnhof,Friedrichshafen Stadtbahnhof,Avion,47.56028,7.748333,47.671299,9.51149,132.73222183405778,85.15239397633096,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 11,Friedrichshafen Stadtbahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 11,Friedrichshafen Stadtbahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 12,Lindau-Reutin,Pattonville Airfield,Wildberg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 12,Lindau-Reutin,Avion,48.864166,9.224722,47.600278,9.741944,145.66489990212412,93.44916233298383,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 14,Eriskirch Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 14,Eriskirch Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 14,Kressbronn Bahnhof,Pattonville Airfield,Wildberg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 14,Kressbronn Bahnhof,Avion,48.864166,9.224722,47.600278,9.741944,145.66489990212412,93.44916233298383,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 15,Ravensburg Bahnhof,Pattonville Airfield,Berg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 15,Ravensburg Bahnhof,Avion,48.864166,9.224722,47.830746,9.539587,117.24302241925854,75.21552715739165,,,airports,OurAirports
Wangen Bahnhof,München Hbf Gleis 24,Wangen-Kißlegg Airfield,Schleissheim Airfield,Wangen Bahnhof,München Hbf Gleis 24,Avion,47.753962,9.86219,48.239166,11.559334,137.3209505352127,88.0962250130761,,,airports,OurAirports
Augsburg Messe Bstg 2,Hergatz,Augsburg Airport,Wildberg Airfield,Augsburg Messe Bstg 2,Hergatz,Avion,48.425278,10.931667,47.600278,9.741944,127.46210451196578,81.7714281466976,,,airports,OurAirports
Aulendorf Bahnhof,Tiengen (Hochrhein) Bahnhof,Reute/Bad Waldsee Airfield,Bohlhof Glider Field,Aulendorf Bahnhof,Tiengen (Hochrhein) Bahnhof,Avion,47.915,9.710278,47.6509,8.3867,103.15962055601089,66.18052896768648,,,airports,OurAirports
Beuggen Bahnhof,Bahnhof Überlingen,Herten-Rheinfelden Airfield,Konstanz Airfield,Beuggen Bahnhof,Bahnhof Überlingen,Avion,47.56028,7.748333,47.681435,9.139258,105.11397710738342,67.43431751076349,,,airports,OurAirports
Biberach Süd,Rheinfelden (Baden) Bahnhof,Biberach an der Riß Airfield,Herten-Rheinfelden Airfield,Biberach Süd,Rheinfelden (Baden) Bahnhof,Avion,48.112359,9.764013,47.56028,7.748333,162.48555880223932,104.24020729412956,,,airports,OurAirports
Blaubeuren,Donaueschingen Bahnhof,Blaubeuren Airfield,Donaueschingen-Villingen Airfield,Blaubeuren,Donaueschingen Bahnhof,Avion,48.419724,9.798333,47.973331,8.522222,106.81655240949932,68.52657951690541,,,airports,OurAirports
Buchloe,Nürnberg Hbf,Bad Wörishofen (Nord) Airfield,Nuremberg Airport,Buchloe,Nürnberg Hbf,Avion,48.016124,10.615025,49.498699,11.078056,168.3118767332612,107.97799539891992,,,airports,OurAirports
Heimenkirch,München Hbf Gleis 25,Isny Glider Field,Schleissheim Airfield,Heimenkirch,München Hbf Gleis 25,Avion,47.7002,10.0207,48.239166,11.559334,129.27458977604442,82.93420126350772,,,airports,OurAirports
Immenstadt,Augsburg Morellstraße,Agathazell Airfield,Augsburg Airport,Immenstadt,Augsburg Morellstraße,Avion,47.554788,10.272868,48.425278,10.931667,108.5010512066977,69.60724480864609,,,airports,OurAirports
Kressbronn Bahnhof,Geislingen (Steige) Gleis 3,Wildberg Airfield,Donzdorf Airfield,Kressbronn Bahnhof,Geislingen (Steige) Gleis 3,Avion,47.600278,9.741944,48.678177,9.845909,120.10487836487577,77.05150851608066,,,airports,OurAirports
Langenargen Bahnhof,Esslingen (N) Gleis 3,Bodensee Airport Friedrichshafen,Esslingen-Jägerhaus Airfield,Langenargen Bahnhof,Esslingen (N) Gleis 3,Avion,47.671299,9.51149,48.762222,9.333889,122.01660418010586,78.27794794084004,,,airports,OurAirports
Meckenbeuren Bahnhof,Amstetten (Württ),Bodensee Airport Friedrichshafen,Oppingen-Au Airfield,Meckenbeuren Bahnhof,Amstetten (Württ),Avion,47.671299,9.51149,48.5566,9.8219,101.10208879898876,64.86054989725548,,,airports,OurAirports
München Hbf Gleis 15,Lindau-Reutin,Schleissheim Airfield,Wildberg Airfield,München Hbf Gleis 15,Lindau-Reutin,Avion,48.239166,11.559334,47.600278,9.741944,152.92718124812686,98.10817153057648,,,airports,OurAirports
"Oberkochen, Bahnhof",Überlingen Bahnhof Therme,Bartholomä-Amalienhof Airfield,Konstanz Airfield,"Oberkochen, Bahnhof",Überlingen Bahnhof Therme,Avion,48.746666,10.005,47.681435,9.139258,134.70045404619358,86.41508424436721,,,airports,OurAirports
Pasing Gleis 4,Kißlegg Bahnhof,Dachau-Gröbenried Airfield,Wangen-Kißlegg Airfield,Pasing Gleis 4,Kißlegg Bahnhof,Avion,48.228675,11.422134,47.753962,9.86219,127.51998866153677,81.80856286682166,,,airports,OurAirports
Pasing Gleis 4,Röthenbach (Allgäu),Dachau-Gröbenried Airfield,Isny Glider Field,Pasing Gleis 4,Röthenbach (Allgäu),Avion,48.228675,11.422134,47.7002,10.0207,119.75056189692609,76.82420202595897,,,airports,OurAirports
Radolfzell Bahnhof,Badischer Bahnhof,Radolfzell-Stahlringen Airfield,EuroAirport Basel–Mulhouse–Freiburg,Radolfzell Bahnhof,Badischer Bahnhof,Avion,47.802587,8.979378,47.60068,7.521117,111.41008919638824,71.47349510994772,,,airports,OurAirports
Rheinfelden (Baden) Bahnhof,Bermatingen-Ahausen Bahnhof,Herten-Rheinfelden Airfield,Markdorf Glider Field,Rheinfelden (Baden) Bahnhof,Bermatingen-Ahausen Bahnhof,Avion,47.56028,7.748333,47.7072,9.391,124.16307588175498,79.65498511743743,,,airports,OurAirports
Röthenbach (Allgäu),München Hbf Gleis 18,Isny Glider Field,Schleissheim Airfield,Röthenbach (Allgäu),München Hbf Gleis 18,Avion,47.7002,10.0207,48.239166,11.559334,129.27458977604442,82.93420126350772,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 14,Langenargen Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 14,Langenargen Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Treuchtlingen,Lindau-Reutin,Treuchtlingen-Bubenheim Airfield,Wildberg Airfield,Treuchtlingen,Lindau-Reutin,Avion,48.996113,10.884167,47.600278,9.741944,176.71277435174068,113.36746702742867,,,airports,OurAirports
"Aalen, Hauptbahnhof",Uhldingen-Mühlhofen Bahnhof,Bartholomä-Amalienhof Airfield,Konstanz Airfield,"Aalen, Hauptbahnhof",Uhldingen-Mühlhofen Bahnhof,Avion,48.746666,10.005,47.681435,9.139258,134.70045404619358,86.41508424436721,,,airports,OurAirports
Augsburg Messe Bstg 2,Immenstadt,Augsburg Airport,Agathazell Airfield,Augsburg Messe Bstg 2,Immenstadt,Avion,48.425278,10.931667,47.554788,10.272868,108.5010512066977,69.60724480864609,,,airports,OurAirports
Augsburg Morellstraße,Lindau-Reutin,Augsburg Airport,Wildberg Airfield,Augsburg Morellstraße,Lindau-Reutin,Avion,48.425278,10.931667,47.600278,9.741944,127.46210451196578,81.7714281466976,,,airports,OurAirports
Bad Schussenried,Waldshut Bahnhof,Reute/Bad Waldsee Airfield,Bohlhof Glider Field,Bad Schussenried,Waldshut Bahnhof,Avion,47.915,9.710278,47.6509,8.3867,103.15962055601089,66.18052896768648,,,airports,OurAirports
Badischer Bahnhof,Markdorf Bahnhof,EuroAirport Basel–Mulhouse–Freiburg,Markdorf Glider Field,Badischer Bahnhof,Markdorf Bahnhof,Avion,47.60068,7.521117,47.7072,9.391,140.55382447799153,90.17022748095826,,,airports,OurAirports
Biberach (Riß),Badischer Bahnhof,Biberach an der Riß Airfield,EuroAirport Basel–Mulhouse–Freiburg,Biberach (Riß),Badischer Bahnhof,Avion,48.112359,9.764013,47.60068,7.521117,176.74361879123686,113.3872548214373,,,airports,OurAirports
Enzisweiler,Göppingen Gleis 4,Wildberg Airfield,Göppingen-Bezgenriet Airfield,Enzisweiler,Göppingen Gleis 4,Avion,47.600278,9.741944,48.658611,9.624167,118.00540191676623,75.70462044939134,,,airports,OurAirports
Göppingen Gleis 6,Wasserburg (Bodensee),Göppingen-Bezgenriet Airfield,Wildberg Airfield,Göppingen Gleis 6,Wasserburg (Bodensee),Avion,48.658611,9.624167,47.600278,9.741944,118.00540191676623,75.70462044939134,,,airports,OurAirports
Heidenheim (Brenz),Radolfzell Bahnhof,Schäfhalde Airfield,Radolfzell-Stahlringen Airfield,Heidenheim (Brenz),Radolfzell Bahnhof,Avion,48.6922,10.0995,47.802587,8.979378,129.08792339223265,82.81444820553246,,,airports,OurAirports
Kempten (Allgäu) Hbf,München Hbf Gleis 24,Kempten-Durach Airfield,Schleissheim Airfield,Kempten (Allgäu) Hbf,München Hbf Gleis 24,Avion,47.691944,10.338056,48.239166,11.559334,109.40771362873984,70.1889006771193,,,airports,OurAirports
Kressbronn Bahnhof,Geislingen (Steige) Gleis 2,Wildberg Airfield,Donzdorf Airfield,Kressbronn Bahnhof,Geislingen (Steige) Gleis 2,Avion,47.600278,9.741944,48.678177,9.845909,120.10487836487577,77.05150851608066,,,airports,OurAirports
Ludwigshafen(Bodensee) Bahnhof,"Aalen, Hauptbahnhof",Radolfzell-Stahlringen Airfield,Bartholomä-Amalienhof Airfield,Ludwigshafen(Bodensee) Bahnhof,"Aalen, Hauptbahnhof",Avion,47.802587,8.979378,48.746666,10.005,129.54040521636932,83.10473122817474,,,airports,OurAirports
Ludwigshafen(Bodensee) Bahnhof,Giengen (Brenz),Radolfzell-Stahlringen Airfield,Giengen/Brenz Airfield,Ludwigshafen(Bodensee) Bahnhof,Giengen (Brenz),Avion,47.802587,8.979378,48.634253,10.216484,130.199042621655,83.52727031512343,,,airports,OurAirports
Meckenbeuren Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Bodensee Airport Friedrichshafen,Pattonville Airfield,Meckenbeuren Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Plochingen Gleis 4,Eriskirch Bahnhof,Esslingen-Jägerhaus Airfield,Bodensee Airport Friedrichshafen,Plochingen Gleis 4,Eriskirch Bahnhof,Avion,48.762222,9.333889,47.671299,9.51149,122.01660418010586,78.27794794084004,,,airports,OurAirports
Radolfzell Bahnhof,Heidenheim (Brenz),Radolfzell-Stahlringen Airfield,Schäfhalde Airfield,Radolfzell Bahnhof,Heidenheim (Brenz),Avion,47.802587,8.979378,48.6922,10.0995,129.08792339223265,82.81444820553246,,,airports,OurAirports
"Salem, Bahnhof","Aalen, Hauptbahnhof",Heiligenberg Glider Field,Bartholomä-Amalienhof Airfield,"Salem, Bahnhof","Aalen, Hauptbahnhof",Avion,47.83291,9.30127,48.746666,10.005,114.16700137900665,73.24215134947005,,,airports,OurAirports
"Salem, Bahnhof",Langenau (Württ),Heiligenberg Glider Field,Günzburg-Donauried Airfield,"Salem, Bahnhof",Langenau (Württ),Avion,47.83291,9.30127,48.486668,10.283333,102.90879890066745,66.01961804403524,,,airports,OurAirports
Schwörstadt Bahnhof,Friedrichshafen Stadtbahnhof,Hütten Glider Field,Bodensee Airport Friedrichshafen,Schwörstadt Bahnhof,Friedrichshafen Stadtbahnhof,Avion,47.6333,7.9412,47.671299,9.51149,117.69488401512909,75.50541228176218,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 3,Ravensburg Bahnhof,Pattonville Airfield,Berg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 3,Ravensburg Bahnhof,Avion,48.864166,9.224722,47.830746,9.539587,117.24302241925854,75.21552715739165,,,airports,OurAirports
